Recipient,Office,Contributions(Total),Cycle
"Young, Todd (R-IN)",House,"$3,500",2016
"Boustany, Charles Jr (R-LA)",House,"$3,000",2016
"Gabbard, Tulsi (D-HI)",House,"$3,000",2016
"Gardner, Cory (R-CO)",Senate,"$3,000",2016
"Bentivolio, Kerry (I-MI)",House,"$2,700",2016
"Campbell, Foster (D-LA)",Senate,"$2,700",2016
"Booker, Cory (D-NJ)",Senate,"$2,510",2016
"Clyburn, James E (D-SC)",House,"$2,500",2016
"DelBene, Suzan (D-WA)",House,"$2,500",2016
"Flores, Bill (R-TX)",House,"$2,500",2016
"Goodlatte, Bob (R-VA)",House,"$2,500",2016
"Holding, George (R-NC)",House,"$2,500",2016
"Hurd, Will (R-TX)",House,"$2,500",2016
"Johnson, Ron (R-WI)",Senate,"$2,500",2016
"Kind, Ron (D-WI)",House,"$2,500",2016
"Lankford, James (R-OK)",Senate,"$2,500",2016
"Roskam, Peter (R-IL)",House,"$2,500",2016
"Simpson, Mike (R-ID)",House,"$2,500",2016
"Udall, Tom (D-NM)",Senate,"$2,500",2016
"Upton, Fred (R-MI)",House,"$2,500",2016
"Brownley, Julia (D-CA)",House,"$2,000",2016
"Butterfield, G K (D-NC)",House,"$2,000",2016
"Himes, Jim (D-CT)",House,"$2,000",2016
"Jeffries, Hakeem (D-NY)",House,"$2,000",2016
"Labrador, Raul (R-ID)",House,"$2,000",2016
"Larsen, Rick (D-WA)",House,"$2,000",2016
"Noem, Kristi (R-SD)",House,"$2,000",2016
"Ratcliffe, John Lee (R-TX)",House,"$2,000",2016
"Renacci, Jim (R-OH)",House,"$2,000",2016
"Richmond, Cedric (D-LA)",House,"$2,000",2016
"Schrader, Kurt (D-OR)",House,"$2,000",2016
"Foxx, Virginia (R-NC)",House,"$1,500",2016
"Johnson, Gary (L)",Pres,"$1,400",2016
"Nolan, Rick (D-MN)",House,"$1,010",2016
"Costa, Jim (D-CA)",House,"$1,000",2016
"Crenshaw, Ander (R-FL)",House,"$1,000",2016
"Culberson, John (R-TX)",House,"$1,000",2016
"Davis, Susan A (D-CA)",House,"$1,000",2016
"Faso, John (R-NY)",House,"$1,000",2016
"Forbes, Randy (R-VA)",House,"$1,000",2016
"Green, Gene (D-TX)",House,"$1,000",2016
"Honda, Mike (D-CA)",House,"$1,000",2016
"Langevin, Jim (D-RI)",House,"$1,000",2016
"Mica, John L (R-FL)",House,"$1,000",2016
"Ruiz, Raul (D-CA)",House,"$1,000",2016
"Shimkus, John M (R-IL)",House,"$1,000",2016
"Smith, Adrian (R-NE)",House,"$1,000",2016
"Smith, Jason (R-MO)",House,"$1,000",2016
"Trott, Dave (R-MI)",House,"$1,000",2016
"Donnelly, Tim (R-CA)",House,$800,2016
"Paul, Rand (R-KY)",Senate,$685,2016
"McGinty, Katie (D-PA)",Senate,$534,2016
"Espinoza, Maria (R-TX)",House,$500,2016
"Stein, Jill (3)",Pres,$500,2016
"Williams, Roger (R-TX)",House,$500,2016
"Kasich, John (R)",Pres,$395,2016
"Heck, Joe (R-NV)",House,$250,2016
"Gitsham, Denise (R-CA)",House,$200,2016
"Huckabee, Mike (R)",Pres,$150,2016
"DeLauro, Rosa L (D-CT)",House,$100,2016
"Feingold, Russ (D-WI)",Senate,$97,2016
"Masto, Catherine Cortez (D-NV)",Senate,$68,2016
"Kander, Jason (D-MO)",Senate,$58,2016
"Glenn, Darryl (R-CO)",Senate,$50,2016
"Hassan, Maggie (D-NH)",Senate,$40,2016
"Stokes, Steve (D-CA)",Senate,$27,2016
"Applegate, Douglas L (D-CA)",House,$25,2016
"McNeil, John (D-NC)",House,$25,2016
"Yoder, Shelli (D-IN)",House,$25,2016
"Carroll, Morgan (D-CO)",House,$16,2016
"Kirkpatrick, Ann (D-AZ)",House,$16,2016
"Strickland, Ted (D-OH)",Senate,$10,2016
"Kihuen, Ruben (D-NV)",House,$9,2016
"Santarsiero, Steve (D-PA)",House,$9,2016
"Barragan, Nanette (D-CA)",House,$7,2016
"Clements, Paul (D-MI)",House,$7,2016
"Bennett, LuAnn (D-VA)",House,$6,2016
"Bonoff, Terri (D-MN)",House,$6,2016
"Caforio, Bryan (D-CA)",House,$6,2016
"Otto, Bill (D-MO)",House,$6,2016
"Owens, Doug (D-UT)",House,$6,2016
"Sturgill, Jerry (D-ID)",Senate,$6,2016
"Tryon, Stephen P (D-UT)",House,$6,2016
"Wicklund, Mark (D-IL)",House,$6,2016
"Williams, Jay (D-SD)",Senate,$6,2016
"Duckworth, Tammy (D-IL)",House,$4,2016
"Warren, Elizabeth (D-MA)",Senate,$4,2016
"Craig, Angie (D-MN)",House,$3,2016
"Mowrer, Jim (D-IA)",House,$3,2016
"Nelson, Tom (D-WI)",House,$3,2016
"Shea-Porter, Carol (D-NH)",House,$3,2016
"Gottheimer, Josh (D-NJ)",House,"$20,800",2018
"O'Rourke, Beto (D-TX)",House,"$13,588",2018
"Schrier, Kim (D-WA)",House,"$10,825",2018
"Barrasso, John A (R-WY)",Senate,"$10,000",2018
"Heinrich, Martin (D-NM)",Senate,"$10,000",2018
"Flake, Jeff (R-AZ)",Senate,"$9,000",2018
"Eshoo, Anna (D-CA)",House,"$8,500",2018
"Kind, Ron (D-WI)",House,"$8,500",2018
"Nunes, Devin (R-CA)",House,"$8,500",2018
"Comstock, Barbara (R-VA)",House,"$7,500",2018
"Sanchez, Linda (D-CA)",House,"$7,500",2018
"Strange, Luther (R-AL)",Senate,"$7,500",2018
"Casey, Bob (D-PA)",Senate,"$6,700",2018
"Aguilar, Pete (D-CA)",House,"$6,003",2018
"Peters, Scott (D-CA)",House,"$6,000",2018
"Lofgren, Zoe (D-CA)",House,"$5,500",2018
"Reed, Tom (R-NY)",House,"$5,200",2018
"DelBene, Suzan (D-WA)",House,"$5,001",2018
"Crowley, Joseph (D-NY)",House,"$5,000",2018
"Heller, Dean (R-NV)",Senate,"$5,000",2018
"Holding, George (R-NC)",House,"$5,000",2018
"Kilmer, Derek (D-WA)",House,"$5,000",2018
"Matsui, Doris O (D-CA)",House,"$5,000",2018
"Neal, Richard E (D-MA)",House,"$5,000",2018
"Pallone, Frank Jr (D-NJ)",House,"$5,000",2018
"Roskam, Peter (R-IL)",House,"$5,000",2018
"Simpson, Mike (R-ID)",House,"$5,000",2018
"Connolly, Gerry (D-VA)",House,"$4,500",2018
"Guthrie, Brett (R-KY)",House,"$4,000",2018
"Barletta, Lou (R-PA)",House,"$3,500",2018
"Carper, Tom (D-DE)",Senate,"$3,500",2018
"Lujan, Ben R (D-NM)",House,"$3,500",2018
"Thompson, Mike (D-CA)",House,"$3,500",2018
"Cardenas, Tony (D-CA)",House,"$3,001",2018
"Shaheen, Jeanne (D-NH)",Senate,"$3,001",2018
"Trump, Donald (R)",Pres,"$2,975",2018
"Fletcher, Lizzie (D-TX)",House,"$2,903",2018
"Tester, Jon (D-MT)",Senate,"$2,625",2018
"Kaine, Tim (D-VA)",Senate,"$2,525",2018
"Pelosi, Nancy (D-CA)",House,"$2,505",2018
"Blumenthal, Richard (D-CT)",Senate,"$2,500",2018
"Bucshon, Larry (R-IN)",House,"$2,500",2018
"Cheney, Liz (R-WY)",House,"$2,500",2018
"Fischer, Deb (R-NE)",Senate,"$2,500",2018
"Flores, Bill (R-TX)",House,"$2,500",2018
"Hatch, Orrin G (R-UT)",Senate,"$2,500",2018
"Hultgren, Randy (R-IL)",House,"$2,500",2018
"Marchant, Kenny (R-TX)",House,"$2,500",2018
"McCaul, Michael (R-TX)",House,"$2,500",2018
"Meehan, Patrick (R-PA)",House,"$2,500",2018
"Murphy, Stephanie (D-FL)",House,"$2,500",2018
"Paulsen, Erik (R-MN)",House,"$2,500",2018
"Peters, Gary (D-MI)",Senate,"$2,500",2018
"Rouda, Harley (D-CA)",House,"$2,500",2018
"Swalwell, Eric (D-CA)",House,"$2,500",2018
"Casten, Sean (D-IL)",House,"$2,250",2018
"McCaskill, Claire (D-MO)",Senate,"$2,204",2018
"Neguse, Joseph (D-CO)",House,"$2,150",2018
"Morelle, Joseph D (D-NY)",House,"$2,020",2018
"Wexton, Jennifer (D-VA)",House,"$2,003",2018
"Beyer, Don (D-VA)",House,"$2,000",2018
"Daines, Steven (R-MT)",Senate,"$2,000",2018
"Dean, Madeleine (D-PA)",House,"$2,000",2018
"Faso, John (R-NY)",House,"$2,000",2018
"Foxx, Virginia (R-NC)",House,"$2,000",2018
"Hoyer, Steny H (D-MD)",House,"$2,000",2018
"Larson, John B (D-CT)",House,"$2,000",2018
"Lee, Susie (D-NV)",House,"$2,000",2018
"Mucarsel-Powell, Debbie (D-FL)",House,"$2,000",2018
"Stewart, Chris (R-UT)",House,"$2,000",2018
"Wenstrup, Brad (R-OH)",House,"$2,000",2018
"Bera, Ami (D-CA)",House,"$1,850",2018
"Rosen, Jacky (D-NV)",House,"$1,698",2018
"Hunter, Chris (D-FL)",House,"$1,550",2018
"Collins, Susan M (R-ME)",Senate,"$1,500",2018
"Kennedy, Joe III (D-MA)",House,"$1,500",2018
"McNerney, Jerry (D-CA)",House,"$1,500",2018
"Janz, Andrew (D-CA)",House,"$1,091",2018
"Morse, Jessica (D-CA)",House,"$1,030",2018
"Heitkamp, Heidi (D-ND)",Senate,"$1,025",2018
"Capito, Shelley Moore (R-WV)",Senate,"$1,000",2018
"Culberson, John (R-TX)",House,"$1,000",2018
"Handel, Karen (R-GA)",House,"$1,000",2018
"Hurt, Mark (R-IN)",Senate,"$1,000",2018
"LaHood, Darin (R-IL)",House,"$1,000",2018
"Sherrill, Mikie (D-NJ)",House,"$1,000",2018
"Shimkus, John M (R-IL)",House,"$1,000",2018
"Smith, Adrian (R-NE)",House,"$1,000",2018
"Smith, Jason (R-MO)",House,"$1,000",2018
"Stanton, Greg (D-AZ)",House,"$1,000",2018
"Taylor, Van (R-TX)",House,"$1,000",2018
"Cruz, Ted (R-TX)",Senate,$963,2018
"Welle, Josh (D-NJ)",House,$839,2018
"Burch, Lorie (D-TX)",House,$800,2018
"Forde, Brian (D-CA)",House,$700,2018
"Ocasio-Cortez, Alexandria (D-NY)",House,$603,2018
"Hegar, MJ (D-TX)",House,$550,2018
"Nelson, Bill (D-FL)",Senate,$533,2018
"Bizon, Kimberly (D-MI)",House,$500,2018
"Malone, Bopha (D-MA)",House,$500,2018
"Stover, Lindsey Davis (D-VA)",House,$500,2018
"Baldwin, Tammy (D-WI)",Senate,$430,2018
"Jones, Doug (D-AL)",Senate,$410,2018
"Ossoff, Jon (D-GA)",House,$399,2018
"Harris, Kamala D (D-CA)",Senate,$297,2018
"Warren, Elizabeth (D-MA)",Senate,$267,2018
"Allen, Kathryn (D-UT)",House,$250,2018
"Blackburn, Marsha (R-TN)",House,$250,2018
"Jones, Erik (D-IL)",House,$250,2018
"Kopser, Joseph (D-TX)",House,$250,2018
"Kulkarni, Sri (D-TX)",House,$250,2018
"Pappas, Chris (D-NH)",House,$250,2018
"Pelletier, Paul (D-VA)",House,$250,2018
"Soderberg, Nancy (D-FL)",House,$250,2018
"Sinema, Kyrsten (D-AZ)",House,$225,2018
"Smith, Tina (D-MN)",Senate,$225,2018
"Yoder, Kevin (R-KS)",House,$200,2018
"Gillibrand, Kirsten (D-NY)",Senate,$166,2018
"Smith, Sarah (D-WA)",House,$162,2018
"Sanders, Bernie (I-VT)",Senate,$156,2018
"Grijalva, Raul M (D-AZ)",House,$150,2018
"McGovern, James P (D-MA)",House,$135,2018
"McGrath, Amy (D-KY)",House,$105,2018
"Petersen, Austin (R-MO)",Senate,$105,2018
"DeLauro, Rosa L (D-CT)",House,$100,2018
"Lamb, Conor (D-PA)",House,$100,2018
"Litton, Todd (D-TX)",House,$100,2018
"Bryce, Randy (D-WI)",House,$90,2018
"Ellison, Keith (D-MN)",House,$65,2018
"Lewis, John (D-GA)",House,$61,2018
"Merkley, Jeff (D-OR)",Senate,$52,2018
"Kirkpatrick, Ann (D-AZ)",House,$50,2018
"McCready, Dan (D-NC)",House,$50,2018
"Myers, Cathy (D-WI)",House,$50,2018
"Radinovich, Joe (D-MN)",House,$50,2018
"Feehan, Daniel (D-MN)",House,$45,2018
"Donnelly, Joe (D-IN)",Senate,$40,2018
"Hayes, Jahana (D-CT)",House,$25,2018
"Murphy, Christopher S (D-CT)",Senate,$25,2018
"Udall, Tom (D-NM)",Senate,$20,2018
"Veasey, Marc (D-TX)",House,$20,2018
"Williams, Kathleen (D-MT)",House,$20,2018
"Coleman, Linda (D-NC)",House,$17,2018
"McBath, Lucy (D-GA)",House,$17,2018
"Underwood, Lauren A (D-IL)",House,$17,2018
"Campa-Najjar, Ammar (D-CA)",House,$10,2018
"Yang, Andrew (D)",Pres,$6,2018
"Booker, Cory (D-NJ)",Senate,$5,2018
"Richardson, David (D-FL)",House,$5,2018
"Allred, Colin (D-TX)",House,$3,2018
"Crow, Jason (D-CO)",House,$3,2018
"Harder, Josh (D-CA)",House,$3,2018
"Levin, Mike (D-CA)",House,$3,2018
"Wild, Susan (D-PA)",House,$3,2018
"Bonamici, Suzanne (D-OR)",House,$1,2018
"Brownley, Julia (D-CA)",House,$1,2018
"Bustos, Cheri (D-IL)",House,$1,2018
"Hassan, Maggie (D-NH)",Senate,$1,2018
"Kuster, Ann (D-NH)",House,$1,2018
"Masto, Catherine Cortez (D-NV)",Senate,$1,2018
"Meng, Grace (D-NY)",House,$1,2018
"Murray, Patty (D-WA)",Senate,$1,2018
"Rice, Kathleen (D-NY)",House,$1,2018
"Schakowsky, Jan (D-IL)",House,$1,2018
