Recipient,Office,Contributions(Total),Cycle
"Kulkarni, Sri (D-TX)",House,$11,2018
"Litton, Todd (D-TX)",House,$11,2018
"Longjohn, Matt (D-MI)",House,$11,2018
"Pappas, Chris (D-NH)",House,$11,2018
"Sanchez, Jana Lynne (D-TX)",House,$11,2018
"Tipirneni, Hiral (D-AZ)",House,$11,2018
"Watson, Liz (D-IN)",House,$11,2018
"Campoverdi, Alejandra (D-CA)",House,$10,2018
"Feinstein, Dianne (D-CA)",Senate,$10,2018
"Masto, Catherine Cortez (D-NV)",Senate,$10,2018
"Ellison, Keith (D-MN)",House,$5,2018
"Gabbard, Tulsi (D-HI)",House,$5,2018
"Grijalva, Raul M (D-AZ)",House,$5,2018
"Huffstetler, Roger Dean (D-VA)",House,$5,2018
"Kaptur, Marcy (D-OH)",House,$5,2018
"Jayapal, Pramila (D-WA)",House,$4,2018
"Nolan, Rick (D-MN)",House,$3,2018
